,stock,avg_volume,volatility,pc_change,trend_consistency,avg_close,avg_open,avg_high,avg_low,momentum,close_extract,eval_3m,eval_6m,eval_1y,sector_Basic_Materials,sector_Consumer_Discretionary,sector_Consumer_Staples,sector_Energy,sector_Finance,sector_Healthcare,sector_Industrials,sector_Real_Estate,sector_Technology,sector_Telecommunications,sector_Utilities
0,AMWD,-0.24523457532972004,-0.42058371663543925,0.07598750697418381,-0.20648507702590388,-0.39838029555383314,-0.3979433654806603,-0.3967584362105109,-0.39924649457813566,0.43222469793921986,-0.41476065660914563,-0.40762294330072113,-0.385111552690053,-0.2967342680660814,1,0,0,0,0,0,0,0,0,0,0
1,ATCOL,-0.2471128808189443,-0.5195563883192291,0.43651130031867674,-0.9186025027730392,-0.48869800606459995,-0.48828471942286283,-0.4896267758065361,-0.4874671786017994,0.43278751094155316,-0.5074204815721196,-0.5023088526591415,-0.4888889411159451,-0.4649085544346427,1,0,0,0,0,0,0,0,0,0,0
2,CRML,-0.24606912529249347,-0.530419011267588,0.3486349364959062,-2.959801158470647,-0.5506172785108929,-0.5499098105414884,-0.5505114576948185,-0.5502030170002888,0.44230757309806956,-0.5798979120902321,-0.5729929849941484,-0.5462058114389069,-0.5061712029564065,1,0,0,0,0,0,0,0,0,0,0
3,GSM,-0.22904175114115394,-0.5053928645872487,-0.6560558606636452,-0.7546280955286332,-0.5623324042846546,-0.561409229812764,-0.5609688610308439,-0.563033081045205,0.4260557743827203,-0.5989957386093183,-0.5964075625796802,-0.5727630171384462,-0.5250482404587432,1,0,0,0,0,0,0,0,0,0,0
4,IPX,-0.24683747790770846,-0.5210943427479773,-8.492122752653895,-2.8101644149138676,-0.5653989366217255,-0.5634565305331046,-0.5631437755688988,-0.566244837863048,0.22864530163944213,-0.599655910390225,-0.593863031682193,-0.5691150493225754,-0.5170126090281636,1,0,0,0,0,0,0,0,0,0,0
5,MERC,-0.24121509998440635,-0.49323919517956477,0.31337053819403066,0.4444347574460868,-0.5316262708879419,-0.5309700752894655,-0.5306822505631712,-0.5319278456461833,0.42578505209836054,-0.564996891892624,-0.5620563954636022,-0.5402856808120079,-0.5145253897758413,1,0,0,0,0,0,0,0,0,0,0
6,NB,-0.24679251796520146,-0.49327607429266723,-2.937965039480504,-1.6266738067829751,-0.5589505245657835,-0.55758183666979,-0.5571318682621125,-0.5595801143440682,0.4185199528538329,-0.5928217178040245,-0.5713537198967287,-0.557962690571199,-0.5242829422272596,1,0,0,0,0,0,0,0,0,0,0
7,SGML,-0.23860855113449322,-0.48905288220735704,0.5597119849553056,-0.20648507702590388,-0.5270422754136824,-0.5263727839951164,-0.5249449167612183,-0.529195806599795,0.4472538536933957,-0.5543869882709094,-0.48919473187978413,-0.4711619020838507,-0.4117522147728316,1,0,0,0,0,0,0,0,0,0,0
8,UFPI,-0.2417266151583247,-0.36531541172624205,0.07820463991754738,0.4444347574460868,-0.29078261528703875,-0.29064741357951257,-0.2902201765937979,-0.2905428882189854,0.32930447655055567,-0.3056908473779197,-0.2691417425336257,-0.25841241906226653,-0.2307910704532288,1,0,0,0,0,0,0,0,0,0,0
9,VOXR,-0.24691065515563976,-0.5236030229511498,0.46722158770985983,-1.0743781896552254,-0.5800043177478881,-0.5791774582120482,-0.5791787055481504,-0.5802565891767257,0.43398916162298806,-0.6163488254217226,-0.6118215478240743,-0.5791000583728731,-0.5325736730683338,1,0,0,0,0,0,0,0,0,0,0
10,AMZN,1.2655166234191237,0.2228787320443377,-0.07513706824642803,-0.5817902068115566,-0.08868606368553446,-0.08832553086690281,-0.08760517076920292,-0.08960263762105135,-0.3023611507545375,-0.12617127809850903,-0.06929820050789502,-0.23860916520468226,-0.12457405340854205,0,1,0,0,0,0,0,0,0,0,0
11,BKNG,-0.23980841653176818,5.2170378235243735,-0.48198096335362234,-1.222555062543158,7.903520186170767,7.90768980659739,7.899290426880443,7.90943948023612,-3.9116393172706063,7.620378709314948,7.418522231499778,7.813102015863809,8.070398846451363,0,1,0,0,0,0,0,0,0,0,0
12,COST,-0.19578716718775613,1.512580436506715,0.19792981885917393,-0.00227493287782862,1.4318910707533392,1.4270285085591228,1.420708552074737,1.4395819942202865,-1.5842154247965805,1.6330450526361833,1.6887279832233553,1.314382847837452,1.1764967149665124,0,1,0,0,0,0,0,0,0,0,0
13,CTAS,-0.21256019404751203,-0.3101807361522577,0.14519800831431334,-0.00227493287782862,-0.20229866422139767,-0.20252885738514925,-0.20462457743647905,-0.20018886540234054,0.23545571222805975,-0.18665951752408405,-0.14735902578129045,-0.11810115409868792,-0.1439934960324431,0,1,0,0,0,0,0,0,0,0,0
