,stock,avg_volume,volatility,pc_change,trend_consistency,avg_close,avg_open,avg_high,avg_low,momentum,close_extract,eval_3m,eval_6m,eval_1y,sector_Basic_Materials,sector_Consumer_Discretionary,sector_Consumer_Staples,sector_Energy,sector_Finance,sector_Healthcare,sector_Industrials,sector_Real_Estate,sector_Technology,sector_Telecommunications,sector_Utilities
0,AMWD,-0.22989952634605754,-0.3538714709142831,-0.5381814059376882,-0.36608926051490015,-0.2733240441839182,-0.272966500097097,-0.27294161596012045,-0.2736479112246936,-0.45364492751072766,-0.3088504335872129,-0.2828515029162482,,,1,0,0,0,0,0,0,0,0,0,0
1,ATCOL,-0.23209805537117534,-0.5919640761544498,-0.03718661127629239,-2.0705079058678915,-0.43782233746796856,-0.43778610054351547,-0.43859655485405913,-0.4369639907438696,-0.2859593675813582,-0.428569704033049,-0.4232563673192569,,,1,0,0,0,0,0,0,0,0,0,0
2,CRML,-0.23107750313484343,-0.527204686505848,7.701936322896303,-0.7297185237464865,-0.4708794190933175,-0.47115386752460636,-0.4699888023564644,-0.47201269910970295,-0.30571787383848487,-0.45918050593182574,-0.45998168867220995,,,1,0,0,0,0,0,0,0,0,0,0
3,GSM,-0.20246995846820803,-0.5816760773328254,-0.26752344824639385,-0.36608926051490015,-0.4839738535467744,-0.48392895117573037,-0.4841841929139303,-0.48367534793011174,-0.29508675866428824,-0.4723759719582131,-0.46574804746905557,,,1,0,0,0,0,0,0,0,0,0,0
4,IPX,-0.23141824487974474,-0.5328091787278261,0.5280557662411756,-0.9545714014935546,-0.46385810283412277,-0.4638390710619937,-0.4637055311361597,-0.4638759199170017,-0.23806498046537417,-0.45323584801384664,-0.42944058118748824,,,1,0,0,0,0,0,0,0,0,0,0
5,MERC,-0.22734314602622022,-0.5704000235623166,0.020373249463381825,0.03330681549356383,-0.47429648603714886,-0.47425455285239637,-0.47440085989718705,-0.474100091194395,-0.28066098949039986,-0.4652758734871621,-0.46136149595574083,,,1,0,0,0,0,0,0,0,0,0,0
6,NB,-0.2298127616740229,-0.5869339142682892,-2.7460387151219945,-2.0705079058678915,-0.4906251194080851,-0.49054388261356896,-0.4907667232033103,-0.4903445941765541,-0.3173396612208754,-0.480480801344979,-0.47081420555485565,,,1,0,0,0,0,0,0,0,0,0,0
7,SGML,-0.20693616342046456,-0.4087488957317085,-3.979111828835649,-1.5571771138556967,-0.4573136634435973,-0.456799227787684,-0.4565033184791319,-0.4575979002896585,-0.46167813696654136,-0.4574836270519519,-0.4498493725006098,,,1,0,0,0,0,0,0,0,0,0,0
8,UFPI,-0.2264909096724154,-0.4733292937451615,-0.19399096963648826,0.4740197269511791,-0.21515955552502888,-0.21496800902519622,-0.21524895233098584,-0.21510943836044005,-0.30964246541187607,-0.23427707228749411,-0.20508803571307288,,,1,0,0,0,0,0,0,0,0,0,0
9,VOXR,-0.2306610903158677,-0.5961082658319784,-0.3200837497340039,-1.1667565114802243,-0.49181256325876066,-0.49177638500670606,-0.49210300241638394,-0.4914981853477229,-0.2876099812492358,-0.4784043574525018,-0.4690842979158019,,,1,0,0,0,0,0,0,0,0,0,0
