,stock,avg_volume,volatility,pc_change,trend_consistency,avg_close,avg_open,avg_high,avg_low,momentum,close_extract,eval_3m,eval_6m,eval_1y,sector_Basic_Materials,sector_Consumer_Discretionary,sector_Consumer_Staples,sector_Energy,sector_Finance,sector_Healthcare,sector_Industrials,sector_Real_Estate,sector_Technology,sector_Telecommunications,sector_Utilities
0,AMWD,-0.2235910732910213,-0.41114054023464114,-0.053920672584525715,0.16460571769063895,-0.4015003250606117,-0.40172027232179763,-0.4005152207651465,-0.4027211494869872,0.11334590681784057,-0.4040142773066167,48.86,50.1,75.72,1,0,0,0,0,0,0,0,0,0,0
1,ATCOL,-0.22516456317137085,-0.5371967676707388,-0.07903002852542479,-2.179491746843573,-0.5051844399302431,-0.5056140084256986,-0.5061412458444317,-0.5042596871115662,0.0452502826694609,-0.49902929126096207,23.968,23.5,23.78,1,0,0,0,0,0,0,0,0,0,0
2,CRML,-0.22331405547004143,-0.5519443976171831,-0.12878288964765153,-3.2146345018373133,-0.5720457274996229,-0.5725771076396947,-0.5724062918497352,-0.5718601194670767,0.06634798696823373,-0.5699591040036246,10.22,10.45,10.84,1,0,0,0,0,0,0,0,0,0,0
3,GSM,-0.20332762486541886,-0.5173237173509359,-0.3062720290443596,-0.08332766798124853,-0.5890293396715568,-0.5895581328275822,-0.5884488762699136,-0.5898741910394054,0.08457322069449288,-0.5934550648186914,3.85,4.85,5.0,1,0,0,0,0,0,0,0,0,0,0
4,IPX,-0.22507619986496333,-0.5052036089700299,-4.425231275022869,-2.6453059865907558,-0.5901977651492816,-0.5903948475252262,-0.5890904106512415,-0.5910440229624211,0.11919635040412072,-0.5909016897666883,4.725,5.68,9.55,1,0,0,0,0,0,0,0,0,0,0
5,MERC,-0.21523664550983276,-0.472478983737451,-0.5350979221458368,-0.5354414889123381,-0.5512269596670538,-0.5516028178757221,-0.5505786472305323,-0.55196365444371,0.02969515421544839,-0.5589845016166498,11.64,9.65,8.21,1,0,0,0,0,0,0,0,0,0,0
6,NB,-0.22499492949229732,-0.5165390207803533,-0.9330742260476943,-0.31623478785484005,-0.5827502123994708,-0.5831513267354624,-0.5815686344498716,-0.5840941174265405,0.11663418158684487,-0.5683141412297379,7.4,6.57,3.57,1,0,0,0,0,0,0,0,0,0,0
7,SGML,-0.21522899095634682,-0.31364674502497547,2.8896971069953103,0.7117690515872195,-0.524397931708166,-0.5256643223142888,-0.5228243685887222,-0.5273518903609675,0.4713971011376066,-0.48586958906986927,28.22,38.36,30.33,1,0,0,0,0,0,0,0,0,0,0
8,UFPI,-0.21987486814204005,-0.1415644195569555,0.4062467077201148,0.42906799574065324,-0.266261175525463,-0.26672277721901416,-0.26626346056959344,-0.2668174112969958,-0.009310498845659668,-0.2650517504379875,79.25,77.25,101.94,1,0,0,0,0,0,0,0,0,0,0
9,VOXR,-0.2251408618355293,-0.5500787709657781,-0.35704976183764314,-1.620514659146953,-0.606440260375155,-0.6070219601405892,-0.6061904602171962,-0.6069330168350259,0.0673804598159626,-0.608922625229864,2.33,3.03,1.96,1,0,0,0,0,0,0,0,0,0,0
