,stock,avg_volume,volatility,pc_change,trend_consistency,avg_close,avg_open,avg_high,avg_low,momentum,close_extract,eval_3m,eval_6m,eval_1y,sector_Basic_Materials,sector_Consumer_Discretionary,sector_Consumer_Staples,sector_Energy,sector_Finance,sector_Healthcare,sector_Industrials,sector_Real_Estate,sector_Technology,sector_Telecommunications,sector_Utilities
0,AMWD,106517.06666666667,113.72640660814005,0.164476,1.2935779816513762,76.1598,76.05520000000001,77.2245676,74.99614360000001,0.1818424384390151,101.66,78.38,93.45,,1,0,0,0,0,0,0,0,0,0,0
1,ATCOL,2852.9302325581393,2.7569247295419594,-0.10574,0.4880952380952381,23.747496799999997,23.7730332,23.8439332,23.6697264,0.0033073508376134037,24.57,24.85,25.2729,,1,0,0,0,0,0,0,0,0,0,0
2,CRML,10644.473684210527,8.622215033924867,0.7834760000000001,0.3157894736842105,10.794149599999999,10.7421548,10.922611199999999,10.576371599999998,0.0016583412854605669,11.0,10.39,7.44,,1,0,0,0,0,0,0,0,0,0,0
3,GSM,967350.1111111111,4.861559842272848,-0.12381199999999998,0.8656716417910447,5.060880000000001,5.06852,5.1656252,4.9629256,0.0031138290212643412,4.98,5.49,4.64,,1,0,0,0,0,0,0,0,0,0,0
4,IPX,193394.8735632184,20.88396324784187,0.0027720000000000765,0.9083969465648855,9.110609199999999,9.109356,9.3871992,8.8669336,0.03155937095953537,14.91,15.18,22.27,,1,0,0,0,0,0,0,0,0,0,0
5,MERC,642671.6222222223,4.613940206049488,0.07472399999999997,0.953125,8.90618,8.90404,9.0824584,8.7305092,7.289780636490127e-05,9.95,8.04,6.77,,1,0,0,0,0,0,0,0,0,0,0
6,NB,87723.57777777778,9.381021054501476,-0.7326000000000001,0.524390243902439,4.104940000000001,4.139179599999999,4.2394812,4.0115296,-0.015355754812076997,2.72,1.64,2.18,,1,0,0,0,0,0,0,0,0,0,0
7,SGML,648650.1444444444,68.91885000926816,-0.5087600000000001,0.7241379310344828,30.00512,30.14296,30.872639600000003,29.227299600000002,-0.10639474679594878,12.96,11.99,12.36,,1,0,0,0,0,0,0,0,0,0,0
8,UFPI,310129.02222222224,107.04289043603036,0.11642800000000002,1.2935779816513762,102.02444,101.92,103.1155844,100.75162920000001,0.171249225747612,123.01,110.32,131.21,,1,0,0,0,0,0,0,0,0,0,0
9,VOXR,31088.674157303372,2.80368496097725,-0.71218,0.42045454545454547,2.2433188,2.2606108,2.2963768,2.205294,-0.004332242922286759,2.06,2.66,3.02,,1,0,0,0,0,0,0,0,0,0,0
10,AMZN,61404753.88888889,165.2453947845446,0.10886000000000003,1.2727272727272727,138.5552,138.411296,139.97338520000002,136.9665584,0.2716407929726876,180.38,197.2,186.33,,0,1,0,0,0,0,0,0,0,0,0
11,BKNG,325087.0333333333,2852.761498762489,0.084684,1.0661157024793388,3083.98888,3081.60604,3113.7192784,3052.6545180000003,4.541404095425529,3627.88,3884.88,4212.12,,0,1,0,0,0,0,0,0,0,0,0
12,COST,1784511.9333333333,641.7769960125557,0.11775200000000001,1.2522522522522523,590.1148400000001,589.44668,593.7416344,585.4217520000001,1.0537117573081174,732.63,845.67,886.52,,0,1,0,0,0,0,0,0,0,0,0
13,CTAS,1536205.288888889,116.0780232581732,0.06897199999999999,1.1929824561403508,132.26806,132.17805,133.15059960000002,131.27388200000001,0.19164639178226858,171.7575,173.525,205.88,,0,1,0,0,0,0,0,0,0,0,0
14,MAR,1852402.0222222223,205.70387168719017,0.131844,1.3148148148148149,203.92608,203.66780000000003,205.6436404,201.9386716,0.33557021648346386,252.31,239.51,248.6,,0,1,0,0,0,0,0,0,0,0,0
15,MELI,493328.43333333335,1476.4619988751826,-0.02716400000000003,0.968503937007874,1394.1717999999998,1394.7440800000002,1414.5241552,1373.4889136000002,2.0361921374742002,1511.96,1597.6,2051.96,,0,1,0,0,0,0,0,0,0,0,0
16,NFLX,6999157.266666667,650.2641392775708,0.02251600000000001,1.0,447.12943999999993,447.08166000000006,452.7337696,441.633024,0.9850481985311769,607.33,673.61,709.27,,0,1,0,0,0,0,0,0,0,0,0
17,PDD,9025283.888888888,221.34474801364726,0.140724,1.11864406779661,101.57778,101.45786,103.33979760000001,99.7235876,0.3476280228483657,116.25,132.98,134.81,,0,1,0,0,0,0,0,0,0,0,0
18,SBUX,6555845.233333333,42.3081586130264,-0.08106399999999998,0.9230769230769231,98.11442,98.1951048,98.92688879999999,97.3674712,-0.05361241299860799,91.39,77.13,97.49,,0,1,0,0,0,0,0,0,0,0,0
19,TSLA,132075435.8888889,279.3739990199517,0.06086400000000002,1.0833333333333333,222.71384000000003,222.6482928,226.8288136,218.3709732,-0.03976319877118036,175.79,209.86,261.63,,0,1,0,0,0,0,0,0,0,0,0
20,CCEP,1064571.3,27.445269997305548,0.090172,1.0161290322580645,64.17958,64.126,64.6324548,63.6441696,0.023532443719099513,69.95,73.03,78.75,,0,0,1,0,0,0,0,0,0,0,0
21,CELH,3708227.188888889,109.33423644620655,0.19421200000000005,1.0,54.33494,54.2652428,55.5962388,53.086307999999995,0.14626266657706527,82.92,57.84,31.36,,0,0,1,0,0,0,0,0,0,0,0
22,COKE,39340.166666666664,865.3164128692463,0.03609200000000001,0.9841269841269841,715.79084,715.61024,724.0453384,707.7668896,1.2886256957711328,846.41,1110.0,1316.4,,0,0,1,0,0,0,0,0,0,0,0
23,KDP,9457592.833333334,13.126911350351994,-0.088816,0.7985611510791367,31.960879999999996,31.991424,32.212784,31.7286812,-0.012830413286612592,30.67,32.84,37.48,,0,0,1,0,0,0,0,0,0,0,0
24,KHC,7360455.722222222,18.33763931371756,-0.04815600000000001,0.8656716417910447,35.832480000000004,35.8509,36.0955488,35.56346,-0.011745688091009461,36.9,31.86,35.11,,0,0,1,0,0,0,0,0,0,0,0
25,MDLZ,6221196.566666666,24.59633571540688,-0.03716,0.953125,71.83810000000001,71.86657999999998,72.34646799999999,71.3323232,-0.008026502184034947,70.0,65.24,73.67,,0,0,1,0,0,0,0,0,0,0,0
