,stock,avg_volume,volatility,pc_change,trend_consistency,avg_close,avg_open,avg_high,avg_low,momentum,close_extract,eval_3m,eval_6m,eval_1y,sector_Basic_Materials,sector_Consumer_Discretionary,sector_Consumer_Staples,sector_Energy,sector_Finance,sector_Healthcare,sector_Industrials,sector_Real_Estate,sector_Technology,sector_Telecommunications,sector_Utilities
0,AMWD,108910.15625,35.40181624931128,0.4378906250000001,1.2857142857142858,57.849374999999995,57.57171875,58.6756203125,56.9458546875,0.4318012820512822,76.37,75.72,92.07,78.38,1,0,0,0,0,0,0,0,0,0,0
1,ATCOL,3257.0333333333333,1.0844377684283004,-0.213109375,0.4222222222222222,23.522690625,23.573556250000003,23.66836875,23.4428703125,-0.005891089743589755,23.63,23.78,24.2,24.85,1,0,0,0,0,0,0,0,0,0,0
2,CRML,10046.314285714287,0.3369392665971123,0.010124999999999999,0.20754716981132076,10.57916875,10.578117187499998,10.5810078125,10.5763546875,0.00428889652014652,10.6899,10.84,11.0101,10.39,1,0,0,0,0,0,0,0,0,0,0
3,GSM,1014842.6875,1.5117331475412585,-0.087828125,0.7777777777777778,4.60765625,4.613671875,4.7021203125,4.502165625,0.012422390109890113,4.77,5.0,6.51,5.49,1,0,0,0,0,0,0,0,0,0,0
4,IPX,268459.2295081967,4.800881790098565,-0.2960312500000001,0.6842105263157895,6.761737500000001,6.7800953125,7.105490625,6.5376109375,0.0247725228937729,7.29,9.55,9.44,15.18,1,0,0,0,0,0,0,0,0,0,0
5,MERC,635268.53125,2.0183183555561794,-0.15754687500000003,0.8285714285714286,9.09703125,9.113046875000002,9.2526796875,8.9293796875,-0.020456043956043966,8.07,8.21,9.43,8.04,1,0,0,0,0,0,0,0,0,0,0
6,NB,82832.28125,2.8838699449481076,-1.049015625,0.3617021276595745,5.73109375,5.794140625000001,5.9016984375,5.61890625,-0.0349750457875458,5.01,3.57,3.16,1.64,1,0,0,0,0,0,0,0,0,0,0
7,SGML,661162.046875,9.28850216981154,-0.10674999999999998,0.9393939393939394,38.102890625,38.16140625,38.941667187499995,37.174964062499996,0.056012477106227115,40.3,30.33,30.24,11.99,1,0,0,0,0,0,0,0,0,0,0
8,UFPI,326361.5,21.629435816729014,0.19756250000000003,1.4615384615384615,83.263125,83.0953125,84.2191,82.118515625,0.2550453296703298,97.05,101.94,123.56,110.32,1,0,0,0,0,0,0,0,0,0,0
9,VOXR,32387.88888888889,0.9331671798696831,-0.8745937500000001,0.3333333333333333,2.7699890625,2.7954499999999998,2.8363859375,2.72828125,-0.011536673534798538,2.41,1.96,2.07,2.66,1,0,0,0,0,0,0,0,0,0,0
10,AMZN,62667636.875,41.05821590927136,0.17534375000000002,1.3703703703703705,113.83492187499999,113.6496875,115.2548109375,112.34455156249999,0.5334964514652016,130.36,129.46,149.93,197.2,0,1,0,0,0,0,0,0,0,0,0
