,stock,avg_volume,volatility,pc_change,trend_consistency,avg_close,avg_open,avg_high,avg_low,momentum,close_extract,eval_3m,eval_6m,eval_1y,sector_Basic_Materials,sector_Consumer_Discretionary,sector_Consumer_Staples,sector_Energy,sector_Finance,sector_Healthcare,sector_Industrials,sector_Real_Estate,sector_Technology,sector_Telecommunications,sector_Utilities
0,AMWD,94039.67777777778,24.75207038498505,0.07863492063492061,1.1355932203389831,51.79646825396825,51.76079365079365,52.87326269841271,50.767726190476175,0.0725303787026622,52.07,76.37,75.72,100.01,1,0,0,0,0,0,0,0,0,0,0
1,ATCOL,3343.5862068965516,2.5182946681858924,0.05365079365079367,0.6578947368421053,23.897223015873017,23.885357936507937,24.000297619047622,23.75536507936508,-0.005067591451068622,23.65,23.63,23.78,24.4,1,0,0,0,0,0,0,0,0,0,0
2,CRML,48881.3768115942,0.6437468536061195,-0.006833333333333336,0.4157303370786517,10.261494444444448,10.26224285714286,10.269296031746036,10.255202380952381,0.003054743457067872,10.47,10.6899,10.84,11.9,1,0,0,0,0,0,0,0,0,0,0
3,GSM,1696126.6888888888,3.7124944818514916,-0.13062698412698406,0.9384615384615385,4.800555555555556,4.809682539682539,4.938914285714286,4.6902873015873014,-0.009011323584551935,4.94,4.77,5.0,4.76,1,0,0,0,0,0,0,0,0,0,0
4,IPX,5175.22891566265,3.2992973612237164,-0.4811031746031745,0.4482758620689655,5.457044444444444,5.488261111111112,5.6203198412698425,5.332128571428573,0.005722582677165355,5.1207,7.29,9.55,15.1,1,0,0,0,0,0,0,0,0,0,0
5,MERC,468347.06666666665,7.97681027931233,-0.014738095238095258,0.9384615384615385,12.29702380952381,12.29761904761905,12.543314285714283,12.070401587301586,-0.03456928383952007,9.775,8.07,8.21,10.03,1,0,0,0,0,0,0,0,0,0,0
6,NB,20343.777777777777,5.617527481456645,-1.2067380952380955,0.575,8.498401587301586,8.609944444444443,8.875853174603174,8.202414285714285,-0.0067728845894263244,6.36,5.01,3.57,2.53,1,0,0,0,0,0,0,0,0,0,0
7,SGML,669298.0,17.484961300402908,0.1405079365079365,1.2105263157894737,32.04757936507936,32.03530158730159,33.07675793650793,30.977819841269845,0.017730618672665927,37.62,40.3,30.33,14.11,1,0,0,0,0,0,0,0,0,0,0
8,UFPI,246354.98888888888,40.77977379770593,-0.006388888888888894,1.2105263157894737,80.87801587301587,80.87992063492062,81.98197380952382,79.68660476190477,0.11410978627671546,79.47,97.05,101.94,119.9,1,0,0,0,0,0,0,0,0,0,0
9,VOXR,34884.42222222222,1.0613989308159781,0.04565873015873033,0.726027397260274,2.398729365079365,2.4037126984126984,2.4730698412698406,2.3367571428571425,0.0024805990251218603,3.0101,2.41,1.96,2.11,1,0,0,0,0,0,0,0,0,0,0
