,stock,avg_volume,volatility,pc_change,trend_consistency,avg_close,avg_open,avg_high,avg_low,momentum,close_extract,eval_3m,eval_6m,eval_1y,sector_Basic_Materials,sector_Consumer_Discretionary,sector_Consumer_Staples,sector_Energy,sector_Finance,sector_Healthcare,sector_Industrials,sector_Real_Estate,sector_Technology,sector_Telecommunications,sector_Utilities
0,AMWD,101602.71111111112,32.13430194639898,0.00039285714285714363,1.048780487804878,50.187837301587315,50.19585317460317,51.25248769841269,49.18382460317461,0.029318339291057115,52.07,76.37,75.72,100.01,1,0,0,0,0,0,0,0,0,0,0
1,ATCOL,3192.7051282051284,6.76920589797112,0.024638888888888898,0.6153846153846154,24.646726984126982,24.641806746031747,24.74451865079365,24.534118650793655,-0.010469095723261669,23.65,23.63,23.78,24.4,1,0,0,0,0,0,0,0,0,0,0
2,CRML,73131.21153846153,1.1748667449092476,-0.021480158730158728,0.2727272727272727,10.139967460317463,10.14223373015873,10.148051587301588,10.135323015873016,0.0019161489183488144,10.47,10.6899,10.84,11.9,1,0,0,0,0,0,0,0,0,0,0
3,GSM,1023058.088888889,9.298693600639362,-0.2018611111111112,0.8805970149253731,5.710595238095239,5.726611111111111,5.886463492063492,5.555855952380953,-0.01329005453810581,4.94,4.77,5.0,4.76,1,0,0,0,0,0,0,0,0,0,0
4,IPX,10743.379310344828,5.3684097886320306,-0.9472994923857869,0.40714285714285714,5.641716751269036,5.700184771573604,5.851667005076143,5.498505076142132,-0.001148104216305812,5.1207,7.29,9.55,15.1,1,0,0,0,0,0,0,0,0,0,0
5,MERC,359039.5111111111,14.700507815538966,-0.0648888888888889,0.9534883720930233,13.552361111111113,13.564007936507936,13.83502380952381,13.30005634920635,-0.019884795468980466,9.775,8.07,8.21,10.03,1,0,0,0,0,0,0,0,0,0,0
6,NB,18242.477777777778,8.032043965154486,-1.1998095238095239,0.6153846153846154,8.11266507936508,8.225325,8.487025396825397,7.842327380952382,0.003260936078760433,6.36,5.01,3.57,2.53,1,0,0,0,0,0,0,0,0,0,0
7,SGML,436687.9111111111,61.33401027766789,0.3333769841269842,1.1,25.225178571428575,25.18059523809524,26.058231746031744,24.28459126984127,0.09433558257090216,37.62,40.3,30.33,14.11,1,0,0,0,0,0,0,0,0,0,0
8,UFPI,315574.02222222224,57.06818791780778,-0.00852777777777781,1.1355932203389831,79.19888888888889,79.21309523809524,80.41477420634921,77.97123690476191,0.0375508768614606,79.47,97.05,101.94,119.9,1,0,0,0,0,0,0,0,0,0,0
9,VOXR,12573.696629213484,1.6655330751339281,-0.0026031746031744715,0.6688741721854304,2.4075031746031748,2.4112341269841275,2.4606595238095235,2.360873412698413,-0.00043277310483269234,3.0101,2.41,1.96,2.11,1,0,0,0,0,0,0,0,0,0,0
