,stock,avg_volume,volatility,pc_change,trend_consistency,avg_close,avg_open,avg_high,avg_low,momentum,close_extract,eval_3m,eval_6m,eval_1y,sector_Basic_Materials,sector_Consumer_Discretionary,sector_Consumer_Staples,sector_Energy,sector_Finance,sector_Healthcare,sector_Industrials,sector_Real_Estate,sector_Technology,sector_Telecommunications,sector_Utilities
0,AMWD,97550.46875,17.303000053165455,-0.06507812499999999,1.0,49.554296875000006,49.59890625,50.729384374999995,48.5241984375,0.16915487637362644,48.86,52.07,76.37,92.07,1,0,0,0,0,0,0,0,0,0,0
1,ATCOL,2343.590163934426,1.9734464820064794,0.110296875,0.6410256410256411,23.982821875,23.958217187499997,24.0916046875,23.84598125,-0.010785544871794879,23.968,23.65,23.63,24.2,1,0,0,0,0,0,0,0,0,0,0
2,CRML,55394.08,0.24210995363354512,-0.004156249999999997,0.3333333333333333,10.1621546875,10.162598437500002,10.171778125,10.155878125,0.0028225663919413885,10.22,10.47,10.6899,11.0101,1,0,0,0,0,0,0,0,0,0,0
3,GSM,1828533.46875,3.3595526115838696,-0.5698125,0.6,4.979375,5.008593749999999,5.1377500000000005,4.8728375,-0.03874908424908426,3.85,4.94,4.77,6.51,1,0,0,0,0,0,0,0,0,0,0
4,IPX,3951.5254237288136,1.2805175217831852,-0.66409375,0.391304347826087,5.122909375,5.160724999999999,5.288229687499999,5.0058171875,-0.0071442765567765595,4.725,5.1207,7.29,9.44,1,0,0,0,0,0,0,0,0,0,0
5,MERC,491047.1875,3.6228646728107305,0.0007812499999999833,1.0,13.2846875,13.2853125,13.5685875,13.051490625,-0.03223809523809525,11.64,9.775,8.07,9.43,1,0,0,0,0,0,0,0,0,0,0
6,NB,22116.90625,3.6118125937678447,-1.40278125,0.4883720930232558,8.5605875,8.6896484375,8.956062500000002,8.294353125,-0.03929052655677658,7.4,6.36,5.01,3.16,1,0,0,0,0,0,0,0,0,0,0
7,SGML,704655.0625,11.262460698981096,0.04726562499999995,1.064516129032258,32.051484375,32.084734375000004,33.1084171875,30.961478125,-0.008754235347985357,28.22,37.62,40.3,30.24,1,0,0,0,0,0,0,0,0,0,0
8,UFPI,260663.328125,18.687892962005506,0.03223437500000001,1.4615384615384615,76.32859375,76.30625,77.47816875,75.18001093749999,0.17938072344322353,79.25,79.47,97.05,123.56,1,0,0,0,0,0,0,0,0,0,0
9,VOXR,43827.078125,0.7093333384241854,0.36050000000000004,0.7297297297297297,2.346725,2.3492203125,2.43551875,2.2770046875,0.0037296245421245423,2.33,3.0101,2.41,2.07,1,0,0,0,0,0,0,0,0,0,0
10,AMZN,79741198.75,48.549241867793356,-0.4015468749999999,0.6842105263157895,99.0040625,99.395765625,101.009453125,97.29217812499999,-0.5836863553113555,84.0,103.29,130.36,149.93,0,1,0,0,0,0,0,0,0,0,0
11,BKNG,356082.078125,503.01080630632333,0.15162499999999998,0.8823529411764706,1894.1265625,1891.5989062499998,1922.5099624999998,1866.02138125,5.823771062271065,2015.28,2652.41,2700.33,3480.56,0,1,0,0,0,0,0,0,0,0,0
12,COST,2234287.703125,96.07222208244887,-0.04299999999999998,1.1333333333333333,488.40890625000003,488.64609375,493.80768593749997,482.923071875,-0.05612431318681322,456.5,496.87,538.38,650.65,0,1,0,0,0,0,0,0,0,0,0
13,CTAS,1612672.375,24.960496975768404,0.06539062500000001,0.9393939393939394,107.987578125,107.928359375,109.10089843749999,106.7839625,0.2996481227106228,112.905,115.67,124.27,147.9775,0,1,0,0,0,0,0,0,0,0,0
14,MAR,1969054.71875,30.15281982434437,0.0038437500000000208,0.8285714285714286,153.75140625,153.7678125,155.8221203125,151.8341875,0.1795936355311355,148.89,166.04,183.69,221.84,0,1,0,0,0,0,0,0,0,0,0
